epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,111.903,0.65136,0.55384,0.80962,0.93609,0.94321,0.92024,0.40944,1.6559,1.2678,1.21649,0.000967319,0.000967319,0.000967319
31,115.662,0.64657,0.57136,0.80747,0.94756,0.95891,0.93906,0.42821,1.60756,1.13707,1.20715,0.00099475,0.00099475,0.00099475
32,119.805,0.60115,0.53563,0.80847,0.93407,0.94298,0.9204,0.39318,1.6936,0.96821,1.26059,0.00102184,0.00102184,0.00102184
33,123.505,0.65776,0.52024,0.81072,0.94775,0.95711,0.94194,0.41815,1.61863,0.88606,1.2295,0.0010486,0.0010486,0.0010486
34,127.467,0.63586,0.53195,0.81081,0.92632,0.93669,0.90733,0.37626,1.74369,0.8146,1.30807,0.00106437,0.00106437,0.00106437
35,131.2,0.66948,0.52108,0.80682,0.93263,0.94372,0.91559,0.40314,1.63381,0.77545,1.25692,0.00105875,0.00105875,0.00105875
36,135.216,0.71625,0.56637,0.81266,0.95464,0.96604,0.94601,0.43533,1.53728,0.72279,1.21761,0.00105313,0.00105313,0.00105313
37,138.898,0.65024,0.50091,0.80629,0.92024,0.93091,0.89791,0.38235,1.69068,0.71732,1.30137,0.0010475,0.0010475,0.0010475
38,142.372,0.66972,0.5156,0.81151,0.95469,0.96523,0.94342,0.41054,1.62038,0.67032,1.27154,0.00104187,0.00104187,0.00104187
39,145.844,0.6251,0.50522,0.80342,0.96036,0.97004,0.95344,0.43378,1.55646,0.65819,1.23807,0.00103625,0.00103625,0.00103625
40,149.411,0.60966,0.48785,0.80033,0.92546,0.93488,0.89741,0.38605,1.66402,0.6753,1.3089,0.00103062,0.00103062,0.00103062
41,152.891,0.60658,0.48969,0.79757,0.94215,0.95159,0.92448,0.41092,1.60232,0.65719,1.27533,0.001025,0.001025,0.001025
42,156.625,0.58886,0.47952,0.80001,0.93134,0.94123,0.90702,0.3911,1.63986,0.68023,1.29184,0.00101938,0.00101938,0.00101938
43,160.653,0.5875,0.47146,0.8096,0.95453,0.96449,0.94303,0.41379,1.56276,0.66875,1.25087,0.00101375,0.00101375,0.00101375
44,164.32,0.64528,0.50369,0.80444,0.93954,0.94833,0.91919,0.40808,1.58059,0.6417,1.25785,0.00100812,0.00100812,0.00100812
45,167.962,0.60501,0.463,0.80633,0.93814,0.94678,0.917,0.39886,1.60342,0.65316,1.27171,0.0010025,0.0010025,0.0010025
46,171.699,0.64107,0.48139,0.80416,0.93575,0.94449,0.9093,0.39727,1.61712,0.6338,1.27611,0.000996875,0.000996875,0.000996875
47,175.416,0.61741,0.47555,0.80549,0.95706,0.96594,0.94319,0.4159,1.58352,0.63984,1.24756,0.00099125,0.00099125,0.00099125
48,179.432,0.62675,0.48049,0.80701,0.93756,0.94643,0.91476,0.40585,1.56896,0.63046,1.23754,0.000985625,0.000985625,0.000985625
49,183.183,0.59978,0.46538,0.80853,0.94045,0.9493,0.92011,0.40381,1.57221,0.6249,1.23996,0.00098,0.00098,0.00098
50,186.874,0.5992,0.45435,0.80387,0.95368,0.96307,0.94392,0.43284,1.5317,0.60207,1.21531,0.000974375,0.000974375,0.000974375
51,190.775,0.60995,0.45693,0.80291,0.94231,0.9512,0.9253,0.40065,1.59462,0.6164,1.26362,0.00096875,0.00096875,0.00096875
52,194.521,0.61168,0.44777,0.79883,0.95524,0.96353,0.94723,0.42636,1.54687,0.61012,1.22244,0.000963125,0.000963125,0.000963125
53,198.655,0.55426,0.43619,0.79936,0.96459,0.97355,0.96048,0.4436,1.53058,0.59411,1.21117,0.0009575,0.0009575,0.0009575
54,202.604,0.61475,0.4518,0.79465,0.92377,0.9334,0.89976,0.38254,1.63779,0.63417,1.28888,0.000951875,0.000951875,0.000951875
55,206.889,0.60141,0.45743,0.79847,0.9373,0.94739,0.91639,0.40257,1.5808,0.6255,1.2566,0.00094625,0.00094625,0.00094625
56,210.763,0.57493,0.4676,0.81114,0.95684,0.96752,0.94748,0.44938,1.49334,0.60149,1.18308,0.000940625,0.000940625,0.000940625
57,214.936,0.66275,0.47233,0.80821,0.94494,0.9553,0.92996,0.40651,1.58084,0.60909,1.24201,0.000935,0.000935,0.000935
58,218.983,0.57897,0.44311,0.79666,0.94507,0.95449,0.92629,0.41013,1.57228,0.59103,1.25117,0.000929375,0.000929375,0.000929375
59,222.765,0.64398,0.45761,0.80234,0.94542,0.95449,0.92551,0.40954,1.58095,0.59093,1.25483,0.00092375,0.00092375,0.00092375
60,226.376,0.55287,0.43956,0.8006,0.94533,0.95372,0.92797,0.42361,1.55269,0.60085,1.22729,0.000918125,0.000918125,0.000918125
61,230.173,0.59343,0.43459,0.79758,0.95622,0.96449,0.94391,0.44318,1.51032,0.59231,1.1983,0.0009125,0.0009125,0.0009125
62,233.952,0.55902,0.41404,0.79716,0.94402,0.95201,0.92942,0.42127,1.54327,0.59421,1.22305,0.000906875,0.000906875,0.000906875
63,238.123,0.57724,0.43311,0.80081,0.94907,0.95678,0.93655,0.42367,1.54226,0.5831,1.21965,0.00090125,0.00090125,0.00090125
64,242.152,0.5952,0.43986,0.80181,0.94137,0.94962,0.92072,0.40354,1.58171,0.59685,1.24685,0.000895625,0.000895625,0.000895625
65,246.077,0.53755,0.43597,0.79364,0.94555,0.95231,0.92792,0.413,1.56109,0.58469,1.23558,0.00089,0.00089,0.00089
66,249.693,0.53999,0.42287,0.79249,0.93413,0.94079,0.91011,0.39475,1.5969,0.58822,1.25563,0.000884375,0.000884375,0.000884375
67,252.809,0.51838,0.41378,0.79591,0.93796,0.94678,0.91832,0.41065,1.54189,0.58463,1.22574,0.00087875,0.00087875,0.00087875
68,256.116,0.54431,0.43266,0.79614,0.93455,0.94397,0.9205,0.4089,1.56528,0.59624,1.23972,0.000873125,0.000873125,0.000873125
69,259.743,0.5703,0.43002,0.80065,0.94871,0.95585,0.93467,0.42082,1.5349,0.60032,1.22189,0.0008675,0.0008675,0.0008675
70,263.119,0.55307,0.41876,0.79936,0.93507,0.94505,0.9151,0.40463,1.54817,0.63738,1.23216,0.000861875,0.000861875,0.000861875
71,266.613,0.53298,0.40409,0.79766,0.94722,0.95384,0.93155,0.42802,1.52549,0.62486,1.20616,0.00085625,0.00085625,0.00085625
72,269.974,0.59185,0.42553,0.79219,0.93825,0.94378,0.91572,0.41972,1.5452,0.62585,1.22369,0.000850625,0.000850625,0.000850625
73,273.654,0.57424,0.40718,0.79578,0.93758,0.94288,0.91671,0.41276,1.5652,0.6101,1.23566,0.000845,0.000845,0.000845
74,277.119,0.57392,0.41067,0.79749,0.95061,0.95683,0.94027,0.43017,1.52838,0.58929,1.2164,0.000839375,0.000839375,0.000839375
75,280.763,0.56703,0.40442,0.79624,0.94738,0.95309,0.93199,0.42627,1.52915,0.58276,1.21424,0.00083375,0.00083375,0.00083375
76,284.734,0.55467,0.4001,0.79911,0.9354,0.94323,0.90525,0.40308,1.589,0.6011,1.2502,0.000828125,0.000828125,0.000828125
77,287.899,0.55337,0.41383,0.78967,0.95329,0.9612,0.93197,0.42712,1.52455,0.57173,1.21417,0.0008225,0.0008225,0.0008225
78,291.55,0.53395,0.40606,0.79885,0.93694,0.94527,0.90593,0.39412,1.57927,0.60196,1.24857,0.000816875,0.000816875,0.000816875
79,294.931,0.56818,0.40342,0.79297,0.92539,0.93358,0.8987,0.37102,1.65068,0.6183,1.28482,0.00081125,0.00081125,0.00081125
80,298.383,0.5315,0.4036,0.79047,0.95979,0.96777,0.94642,0.44321,1.48008,0.55762,1.17831,0.000805625,0.000805625,0.000805625
81,302.117,0.63705,0.43019,0.79882,0.9616,0.97146,0.9512,0.43937,1.49432,0.56584,1.18252,0.0008,0.0008,0.0008
82,306.085,0.54611,0.40647,0.80397,0.92708,0.93992,0.89625,0.37574,1.6284,0.59951,1.27326,0.000794375,0.000794375,0.000794375
83,309.992,0.53179,0.39702,0.79714,0.94194,0.95282,0.91709,0.40468,1.55843,0.58478,1.24367,0.00078875,0.00078875,0.00078875
84,313.803,0.5184,0.38567,0.79367,0.95993,0.9664,0.94607,0.43245,1.51467,0.57053,1.20981,0.000783125,0.000783125,0.000783125
85,317.509,0.55792,0.40921,0.79397,0.9311,0.93767,0.9066,0.39835,1.59797,0.60018,1.25338,0.0007775,0.0007775,0.0007775
86,320.801,0.56761,0.40525,0.80119,0.94398,0.95162,0.92485,0.41295,1.56332,0.60747,1.24408,0.000771875,0.000771875,0.000771875
87,324.393,0.56074,0.39439,0.79533,0.95418,0.96325,0.94288,0.42732,1.51874,0.59183,1.22318,0.00076625,0.00076625,0.00076625
88,327.747,0.5139,0.37668,0.79606,0.94028,0.94999,0.9217,0.41214,1.55888,0.62348,1.24183,0.000760625,0.000760625,0.000760625
89,331.998,0.57715,0.42039,0.79718,0.93359,0.94326,0.91091,0.41247,1.5319,0.62848,1.22414,0.000755,0.000755,0.000755
90,336.054,0.5549,0.39225,0.80015,0.9415,0.95163,0.91742,0.41709,1.51289,0.61521,1.21363,0.000749375,0.000749375,0.000749375
91,339.822,0.57167,0.39725,0.79131,0.94914,0.95965,0.9367,0.4152,1.52406,0.6158,1.22303,0.00074375,0.00074375,0.00074375
92,343.921,0.56349,0.39488,0.79699,0.94066,0.94166,0.92221,0.40613,1.56732,0.65193,1.2488,0.000738125,0.000738125,0.000738125
93,347.635,0.56886,0.39559,0.79191,0.95154,0.9505,0.93984,0.44,1.51152,0.62335,1.2111,0.0007325,0.0007325,0.0007325
94,351.086,0.55689,0.39685,0.78585,0.92836,0.93676,0.90943,0.40941,1.56892,0.61488,1.24955,0.000726875,0.000726875,0.000726875
95,354.751,0.54303,0.3866,0.79622,0.92401,0.92903,0.90373,0.40177,1.58819,0.61301,1.25775,0.00072125,0.00072125,0.00072125
96,358.174,0.52323,0.37774,0.79621,0.95373,0.96154,0.94293,0.44879,1.48067,0.57888,1.18449,0.000715625,0.000715625,0.000715625
97,362.196,0.54659,0.39412,0.78856,0.94882,0.95712,0.93507,0.43837,1.51023,0.58122,1.20505,0.00071,0.00071,0.00071
98,366.208,0.54815,0.39317,0.7994,0.93677,0.94527,0.91136,0.42235,1.53786,0.59077,1.23321,0.000704375,0.000704375,0.000704375
99,370.058,0.54712,0.37625,0.79884,0.94609,0.95426,0.92438,0.42811,1.51683,0.58399,1.22132,0.00069875,0.00069875,0.00069875
100,376.521,0.53104,0.38579,0.79379,0.9506,0.95894,0.93047,0.42484,1.53011,0.58609,1.21689,0.000693125,0.000693125,0.000693125
101,380.374,0.54003,0.37629,0.79588,0.95758,0.96626,0.9426,0.42889,1.51507,0.59008,1.21355,0.0006875,0.0006875,0.0006875
102,384.255,0.52148,0.37492,0.78978,0.93706,0.94588,0.9079,0.41274,1.54546,0.58836,1.23247,0.000681875,0.000681875,0.000681875
103,388.063,0.54876,0.38047,0.79498,0.93413,0.94263,0.90275,0.40979,1.55098,0.58844,1.23602,0.00067625,0.00067625,0.00067625
104,391.426,0.54467,0.39067,0.80241,0.9526,0.96084,0.93893,0.43699,1.49656,0.57541,1.21222,0.000670625,0.000670625,0.000670625
105,395.138,0.52576,0.38733,0.79257,0.95128,0.95788,0.93881,0.43889,1.49695,0.56442,1.2131,0.000665,0.000665,0.000665
106,398.759,0.53343,0.38922,0.79829,0.93596,0.94037,0.90859,0.41674,1.54061,0.57458,1.23891,0.000659375,0.000659375,0.000659375
107,402.731,0.51569,0.37926,0.79157,0.9538,0.95806,0.93818,0.43607,1.50911,0.556,1.22293,0.00065375,0.00065375,0.00065375
108,406.404,0.51198,0.37816,0.79296,0.93577,0.94298,0.9107,0.41517,1.53629,0.56105,1.23748,0.000648125,0.000648125,0.000648125
109,410.994,0.59026,0.41644,0.79923,0.93509,0.94433,0.90853,0.4021,1.5683,0.57221,1.25478,0.0006425,0.0006425,0.0006425
110,414.997,0.55689,0.38137,0.79604,0.94752,0.95764,0.93654,0.42082,1.51558,0.56831,1.22364,0.000636875,0.000636875,0.000636875
111,419.088,0.52257,0.36252,0.79034,0.94728,0.95657,0.93259,0.43002,1.50026,0.5677,1.20852,0.00063125,0.00063125,0.00063125
112,422.563,0.48925,0.3631,0.79555,0.93404,0.94166,0.90942,0.41302,1.51694,0.58134,1.21884,0.000625625,0.000625625,0.000625625
113,426.135,0.50408,0.35281,0.79043,0.93909,0.93879,0.91894,0.41135,1.52861,0.59628,1.22467,0.00062,0.00062,0.00062
114,429.735,0.51924,0.35804,0.79227,0.94165,0.95257,0.92858,0.41292,1.5281,0.56941,1.2299,0.000614375,0.000614375,0.000614375
115,433.652,0.53859,0.37428,0.79184,0.94929,0.95752,0.93637,0.42067,1.51946,0.55735,1.23009,0.00060875,0.00060875,0.00060875
116,437.775,0.50242,0.3546,0.79331,0.95163,0.96004,0.93663,0.44293,1.48671,0.55007,1.20835,0.000603125,0.000603125,0.000603125
117,441.807,0.51564,0.36068,0.79346,0.94649,0.95449,0.92563,0.42761,1.51231,0.56246,1.22145,0.0005975,0.0005975,0.0005975
118,445.979,0.52038,0.37187,0.79418,0.93564,0.94221,0.91712,0.40692,1.56214,0.60626,1.24557,0.000591875,0.000591875,0.000591875
119,449.967,0.51607,0.36616,0.78969,0.94138,0.92143,0.92137,0.41045,1.54705,0.67435,1.23629,0.00058625,0.00058625,0.00058625
120,453.897,0.55405,0.38428,0.79973,0.94728,0.94553,0.92954,0.41978,1.52939,0.61133,1.22277,0.000580625,0.000580625,0.000580625
121,457.976,0.50317,0.36408,0.79344,0.95209,0.96136,0.93584,0.42103,1.51272,0.56785,1.21639,0.000575,0.000575,0.000575
122,462.061,0.52753,0.36024,0.79299,0.9455,0.95559,0.92423,0.40944,1.53669,0.5573,1.23721,0.000569375,0.000569375,0.000569375
123,466.177,0.50672,0.35772,0.78493,0.94348,0.95333,0.91573,0.41573,1.53258,0.55283,1.23635,0.00056375,0.00056375,0.00056375
124,469.549,0.5046,0.36592,0.79289,0.94492,0.95513,0.92713,0.42431,1.51034,0.54903,1.22421,0.000558125,0.000558125,0.000558125
125,473.112,0.50854,0.34962,0.797,0.93443,0.94481,0.91434,0.41421,1.5303,0.56332,1.2371,0.0005525,0.0005525,0.0005525
126,476.88,0.49771,0.34705,0.78417,0.93531,0.94513,0.912,0.41832,1.51351,0.56947,1.22734,0.000546875,0.000546875,0.000546875
127,480.773,0.50706,0.35395,0.78873,0.94453,0.95221,0.92954,0.41518,1.51772,0.58603,1.23036,0.00054125,0.00054125,0.00054125
128,485.152,0.49447,0.34916,0.78821,0.94892,0.95715,0.93961,0.42406,1.50156,0.58152,1.22012,0.000535625,0.000535625,0.000535625
129,488.993,0.53296,0.36191,0.79049,0.94246,0.95307,0.92947,0.41163,1.53709,0.58776,1.24025,0.00053,0.00053,0.00053
130,492.943,0.49247,0.35137,0.79054,0.9502,0.95617,0.93394,0.42194,1.50583,0.56293,1.21923,0.000524375,0.000524375,0.000524375
131,497.071,0.48531,0.34967,0.794,0.95007,0.95823,0.93364,0.4156,1.51298,0.55918,1.22305,0.00051875,0.00051875,0.00051875
132,501.062,0.50109,0.35182,0.7904,0.94151,0.94844,0.91473,0.40276,1.54252,0.55634,1.24401,0.000513125,0.000513125,0.000513125
133,504.978,0.48802,0.34508,0.79113,0.95,0.95889,0.93335,0.41509,1.51359,0.5511,1.23106,0.0005075,0.0005075,0.0005075
134,511.168,0.53527,0.35985,0.79208,0.94075,0.95126,0.91953,0.42019,1.51819,0.5535,1.2282,0.000501875,0.000501875,0.000501875
135,518.706,0.49337,0.35563,0.78792,0.94836,0.95927,0.93655,0.42364,1.50292,0.5527,1.22036,0.00049625,0.00049625,0.00049625
136,522.489,0.55205,0.36686,0.79137,0.93365,0.94559,0.90743,0.41144,1.53451,0.5769,1.2333,0.000490625,0.000490625,0.000490625
137,527.249,0.5168,0.3517,0.79082,0.94093,0.95335,0.9237,0.41353,1.53048,0.58268,1.23303,0.000485,0.000485,0.000485
138,531.228,0.52067,0.36647,0.79444,0.95853,0.96803,0.94667,0.43806,1.47982,0.57634,1.20568,0.000479375,0.000479375,0.000479375
139,534.944,0.49368,0.34124,0.79435,0.94828,0.9584,0.93298,0.42785,1.50414,0.5827,1.22481,0.00047375,0.00047375,0.00047375
140,538.125,0.46674,0.33855,0.79192,0.95614,0.96658,0.94899,0.4341,1.47402,0.59073,1.20467,0.000468125,0.000468125,0.000468125
141,541.073,0.48643,0.33197,0.79309,0.94761,0.95763,0.93371,0.4278,1.49257,0.60165,1.21611,0.0004625,0.0004625,0.0004625
142,543.675,0.47484,0.33149,0.7872,0.93398,0.94335,0.90373,0.41663,1.52875,0.59208,1.23504,0.000456875,0.000456875,0.000456875
143,546.774,0.50361,0.35433,0.79232,0.94447,0.94899,0.92402,0.42654,1.50181,0.57552,1.22105,0.00045125,0.00045125,0.00045125
144,549.738,0.49894,0.35343,0.78924,0.93794,0.93951,0.91852,0.41571,1.53049,0.59506,1.23753,0.000445625,0.000445625,0.000445625
145,552.894,0.49957,0.3446,0.78613,0.93939,0.93877,0.92165,0.41763,1.52258,0.59953,1.23463,0.00044,0.00044,0.00044
146,556.639,0.48653,0.34022,0.79007,0.94618,0.94346,0.92877,0.42313,1.50513,0.59698,1.22671,0.000434375,0.000434375,0.000434375
147,559.961,0.51869,0.34869,0.78887,0.94562,0.94026,0.92694,0.4169,1.51891,0.61102,1.23696,0.00042875,0.00042875,0.00042875
148,563.143,0.48865,0.33626,0.79045,0.95271,0.94575,0.94049,0.42222,1.497,0.58997,1.22107,0.000423125,0.000423125,0.000423125
149,566.336,0.47672,0.33892,0.78392,0.94488,0.95025,0.92732,0.41841,1.51296,0.56381,1.23205,0.0004175,0.0004175,0.0004175
150,569.866,0.4695,0.33858,0.79297,0.93856,0.94701,0.91539,0.41319,1.54229,0.54886,1.24893,0.000411875,0.000411875,0.000411875
151,573.086,0.46932,0.32809,0.78979,0.94176,0.94949,0.9223,0.42788,1.51307,0.54591,1.23363,0.00040625,0.00040625,0.00040625
152,576.579,0.47339,0.33081,0.79184,0.94158,0.9497,0.92238,0.4296,1.5124,0.56645,1.23444,0.000400625,0.000400625,0.000400625
153,579.698,0.50648,0.33721,0.78883,0.94828,0.95609,0.93083,0.437,1.49567,0.56269,1.22262,0.000395,0.000395,0.000395
154,583.034,0.4673,0.3205,0.78428,0.9587,0.96639,0.94887,0.45004,1.47132,0.54957,1.20472,0.000389375,0.000389375,0.000389375
155,586.362,0.57483,0.3684,0.78634,0.94081,0.94836,0.91859,0.42694,1.51846,0.57123,1.23323,0.00038375,0.00038375,0.00038375
156,589.705,0.51343,0.3324,0.79116,0.9478,0.9553,0.92903,0.43382,1.51581,0.57283,1.23405,0.000378125,0.000378125,0.000378125
157,592.882,0.50561,0.34282,0.78834,0.96156,0.96929,0.95114,0.45133,1.47042,0.55038,1.20473,0.0003725,0.0003725,0.0003725
158,596.035,0.58531,0.36636,0.79364,0.94575,0.95388,0.92505,0.44185,1.48138,0.55731,1.21116,0.000366875,0.000366875,0.000366875
159,599.095,0.47217,0.32982,0.78506,0.93928,0.94759,0.916,0.42777,1.52788,0.56611,1.23664,0.00036125,0.00036125,0.00036125
160,601.85,0.48323,0.33056,0.79249,0.94245,0.95162,0.92117,0.43592,1.48862,0.56127,1.21084,0.000355625,0.000355625,0.000355625
161,605.064,0.48338,0.33572,0.79293,0.96426,0.97401,0.95237,0.4578,1.44717,0.55051,1.18192,0.00035,0.00035,0.00035
162,608.286,0.5191,0.34456,0.79483,0.9469,0.95777,0.92794,0.43759,1.48047,0.55036,1.20515,0.000344375,0.000344375,0.000344375
163,611.396,0.48793,0.33287,0.78995,0.93927,0.94906,0.91471,0.41515,1.54178,0.56674,1.24264,0.00033875,0.00033875,0.00033875
164,614.642,0.49658,0.33083,0.78357,0.93562,0.94403,0.90905,0.40579,1.57175,0.56378,1.25875,0.000333125,0.000333125,0.000333125
165,618.156,0.53132,0.34981,0.78819,0.93657,0.94476,0.90905,0.41913,1.51979,0.54772,1.23366,0.0003275,0.0003275,0.0003275
166,621.442,0.48623,0.33491,0.78397,0.93732,0.94461,0.90856,0.41716,1.52112,0.54642,1.229,0.000321875,0.000321875,0.000321875
167,624.639,0.49204,0.33183,0.78701,0.93577,0.94277,0.90551,0.41068,1.54698,0.55702,1.24383,0.00031625,0.00031625,0.00031625
168,628.082,0.51624,0.33786,0.78872,0.94387,0.9509,0.92328,0.41471,1.53686,0.56211,1.24267,0.000310625,0.000310625,0.000310625
169,631.046,0.49091,0.33666,0.79799,0.94445,0.95132,0.92601,0.42008,1.51874,0.56063,1.23479,0.000305,0.000305,0.000305
170,634.102,0.47612,0.32562,0.79201,0.94695,0.95447,0.92659,0.43019,1.49233,0.54587,1.21484,0.000299375,0.000299375,0.000299375
171,637.301,0.52191,0.34027,0.78658,0.94981,0.95669,0.93116,0.43249,1.48942,0.54678,1.21449,0.00029375,0.00029375,0.00029375
172,640.104,0.49354,0.33663,0.78072,0.94168,0.94909,0.91706,0.43104,1.48716,0.54821,1.21395,0.000288125,0.000288125,0.000288125
173,643.265,0.47276,0.31388,0.78953,0.94291,0.95161,0.92121,0.43367,1.48227,0.54456,1.21247,0.0002825,0.0002825,0.0002825
174,646.089,0.4776,0.33492,0.79442,0.94739,0.95601,0.92525,0.43321,1.49166,0.54637,1.2155,0.000276875,0.000276875,0.000276875
175,649.201,0.47786,0.32562,0.78612,0.95072,0.9593,0.93595,0.43689,1.4961,0.54588,1.22191,0.00027125,0.00027125,0.00027125
176,652.533,0.47066,0.32754,0.78537,0.95084,0.95926,0.93673,0.44031,1.49233,0.54316,1.22166,0.000265625,0.000265625,0.000265625
177,655.866,0.5047,0.33504,0.79308,0.95005,0.95852,0.93635,0.43646,1.49916,0.55028,1.22692,0.00026,0.00026,0.00026
178,658.865,0.47045,0.31786,0.78635,0.94648,0.95523,0.92705,0.4342,1.49391,0.54404,1.22482,0.000254375,0.000254375,0.000254375
179,661.906,0.45785,0.31386,0.7866,0.94236,0.95156,0.92018,0.43561,1.49654,0.5484,1.22406,0.00024875,0.00024875,0.00024875
180,664.835,0.46648,0.324,0.78959,0.94245,0.95081,0.91924,0.42878,1.50583,0.56052,1.2299,0.000243125,0.000243125,0.000243125
181,667.793,0.4637,0.31574,0.78465,0.93787,0.94524,0.90732,0.42616,1.51039,0.56258,1.23277,0.0002375,0.0002375,0.0002375
182,670.527,0.45886,0.31893,0.79159,0.95185,0.96022,0.93347,0.43043,1.48259,0.54615,1.21563,0.000231875,0.000231875,0.000231875
183,673.247,0.45513,0.31636,0.78571,0.95232,0.96123,0.93389,0.43165,1.48262,0.54294,1.21756,0.00022625,0.00022625,0.00022625
184,676.352,0.46681,0.31757,0.78881,0.95144,0.96068,0.93768,0.41594,1.50947,0.56507,1.23433,0.000220625,0.000220625,0.000220625
185,679.383,0.49672,0.32685,0.78854,0.94495,0.95449,0.93084,0.4201,1.5064,0.56719,1.23225,0.000215,0.000215,0.000215
186,682.54,0.47847,0.31967,0.79409,0.95102,0.96004,0.93626,0.42753,1.48258,0.5426,1.2138,0.000209375,0.000209375,0.000209375
187,685.714,0.50606,0.32835,0.78932,0.94244,0.95119,0.91816,0.42497,1.49193,0.54202,1.22104,0.00020375,0.00020375,0.00020375
