epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,243.31,0.48999,0.33316,0.79402,0.94596,0.9541,0.92491,0.41694,1.50557,0.55334,1.23232,0.0002825,0.0002825,0.0002825
174,244.698,0.49665,0.34018,0.78537,0.94262,0.95085,0.91941,0.41947,1.50055,0.54469,1.23093,0.000276875,0.000276875,0.000276875
175,246.082,0.47079,0.33236,0.78406,0.94253,0.95085,0.92044,0.41879,1.50088,0.54176,1.23214,0.00027125,0.00027125,0.00027125
176,247.431,0.48458,0.33148,0.78371,0.94638,0.95452,0.92727,0.41601,1.51602,0.54733,1.23892,0.000265625,0.000265625,0.000265625
177,248.772,0.50033,0.33369,0.78667,0.94654,0.95452,0.92702,0.41772,1.51158,0.54992,1.23682,0.00026,0.00026,0.00026
178,250.109,0.46395,0.32228,0.78727,0.94667,0.95452,0.92717,0.42252,1.50297,0.5509,1.23165,0.000254375,0.000254375,0.000254375
179,251.651,0.507,0.33782,0.785,0.94892,0.95678,0.93076,0.42708,1.49137,0.54743,1.22518,0.00024875,0.00024875,0.00024875
180,252.987,0.47854,0.33478,0.79228,0.94354,0.95156,0.91874,0.41385,1.5049,0.55758,1.23436,0.000243125,0.000243125,0.000243125
181,254.307,0.46064,0.32154,0.78887,0.94266,0.95081,0.91924,0.41601,1.49604,0.55169,1.22968,0.0002375,0.0002375,0.0002375
182,255.606,0.463,0.31903,0.7904,0.93847,0.94678,0.91542,0.42163,1.48903,0.53999,1.22308,0.000231875,0.000231875,0.000231875
183,256.944,0.47926,0.32394,0.78737,0.9384,0.94678,0.9159,0.41801,1.4971,0.53752,1.22618,0.00022625,0.00022625,0.00022625
184,258.299,0.47639,0.32837,0.78933,0.94081,0.94984,0.91895,0.41718,1.508,0.54158,1.23308,0.000220625,0.000220625,0.000220625
185,259.655,0.50664,0.33791,0.78596,0.93926,0.94897,0.91676,0.42343,1.49735,0.53749,1.22593,0.000215,0.000215,0.000215
186,261.006,0.46439,0.31984,0.79377,0.94301,0.95249,0.92337,0.427,1.49057,0.53642,1.22197,0.000209375,0.000209375,0.000209375
187,262.37,0.46188,0.3199,0.7909,0.94402,0.95245,0.9246,0.42622,1.49689,0.5427,1.22693,0.00020375,0.00020375,0.00020375
188,263.727,0.49099,0.33199,0.78866,0.93964,0.94788,0.91877,0.42066,1.50682,0.55391,1.23618,0.000198125,0.000198125,0.000198125
189,265.042,0.48357,0.32566,0.79052,0.93868,0.94822,0.91895,0.41302,1.52166,0.56133,1.24312,0.0001925,0.0001925,0.0001925
190,266.409,0.49899,0.33353,0.78906,0.93845,0.94806,0.91971,0.40857,1.5276,0.56755,1.24603,0.000186875,0.000186875,0.000186875
191,269.746,0.45724,0.36923,0.78603,0.94058,0.94934,0.92538,0.41214,1.51373,0.56413,1.2382,0.00018125,0.00018125,0.00018125
192,271.079,0.47383,0.38665,0.78421,0.95133,0.95721,0.93797,0.42539,1.47667,0.54555,1.21448,0.000175625,0.000175625,0.000175625
193,272.365,0.45522,0.33819,0.78424,0.95383,0.95977,0.93813,0.42463,1.47863,0.54181,1.21568,0.00017,0.00017,0.00017
194,273.611,0.44712,0.33831,0.7836,0.95025,0.95628,0.93369,0.4163,1.49103,0.54082,1.22742,0.000164375,0.000164375,0.000164375
195,274.839,0.47607,0.35695,0.7808,0.94458,0.9503,0.91885,0.40182,1.51044,0.53803,1.24392,0.00015875,0.00015875,0.00015875
196,276.106,0.46145,0.33684,0.78627,0.95009,0.95527,0.93011,0.4083,1.49934,0.53303,1.24556,0.000153125,0.000153125,0.000153125
197,277.344,0.43677,0.32065,0.78516,0.95619,0.96123,0.9399,0.42228,1.47529,0.52553,1.2318,0.0001475,0.0001475,0.0001475
198,278.543,0.45096,0.32346,0.78013,0.9552,0.96529,0.94069,0.42823,1.4635,0.52089,1.22362,0.000141875,0.000141875,0.000141875
199,279.795,0.47579,0.33733,0.78875,0.95555,0.96563,0.94125,0.42956,1.46648,0.52192,1.2255,0.00013625,0.00013625,0.00013625
200,281.438,0.44883,0.33021,0.78712,0.95393,0.96262,0.93882,0.41831,1.49702,0.53017,1.24696,0.000130625,0.000130625,0.000130625
